name,phone,website,email,location,insurance,treatmentSetting,services,languages,agesServicing,state,address,overview,treatment_settings,ages_served,services_provided,clinicians,contact_form,url
Fiorella,888-880-9270,http://butterflyeffects.com/,,"Butterfly Effects, Miami, Florida, Miami, FL",,,,,,FL,,,,,,,,
Florida Autism Center,866-610-0580,http://flautism.com/,,"175 Middle St, Unit 1201, Lake Mary, FL 32746, Lake Mary, FL 32746",,,,,,FL,,,,,,,,
FOCUS,239-313-5049,https://focusflorida.com/,Office@FocusFlorida.com,"4997 Royal Gulf Cir, Fort Myers, FL 33966, United States, Fort Myers, FL 33966",,,,,,FL,,,,,,,,
FoundArt Academy,(305) 406-3689,,,"10200 NW 25th St, , FL",,,,English,,FL,,,,,,,,
FoundArt Academy,(305) 406-3689,,,"7200 Lake Ellenor Drive, , FL",,,,English,,FL,,,,,,,,
Fresh Start(s),3052792286,,,"9350 SW 72nd Street, , FL",Aetna; Cigna; Optum; United Healthcare; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; Golden Rule Insurance Company; Optum/United; UnitedHealth Group,Center-based; Home-based; School-based,Behavioral Health,English,2-10; 11-21,FL,,,,,,,,
Great Strides Rehabilitation,904-886-3228,https://greatstridesrehab.com/,,"12276 San Jose Blvd #508, Jacksonville, FL 32223, United States, Jacksonville, FL 32223",,,,,,FL,,,,,,,,
Great Strides Rehabilitation,904-886-3228,https://greatstridesrehab.com/,,"12276 San Jose Blvd #508, Jacksonville, FL 32223, United States, Jacksonville, FL 32223",,,,,,FL,,,,,,,,
Gretel Diaz,7864755732,cornerstone-cba.com,gdiaz@cornerstone-cba.com,"8890 SW 24th St, Suite 207, Miami, FL 33165, Miami, FL 33165",,,,,,FL,,,,,,,,
InBloom Autism Services,888-754-0398,https://www.inbloomautism.com/,info@inbloomautism.com,"5400 S University Dr Suite 502, Davie, FL 33328, United States, Davie, FL 33328",,,,,,FL,,,,,,,,
Interventions Unlimited,407-678-88891-866-569-7395,http://www.interventionsunlimited.com/,info@interventionsunlimited.com,"856 Executive Dr, Oviedo, FL 32765, USA, Oviedo, FL 32765",,,,,,FL,,,,,,,,
Interventions Unlimited,"407-678-8889
    1-866-569-7395",http://www.interventionsunlimited.com/,info@interventionsunlimited.com,"856 Executive Dr, Oviedo, FL 32765, USA, Oviedo, FL 32765",,,,,,FL,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"10014 N Dale Mabry Hwy,, , FL",,,,,,FL,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"550 N Reo St, Ste 202, , FL",,,,,,FL,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"260 Mariner Boulevard, , FL",,,,,,FL,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"6859 Belfort Oaks Place, , FL",,,,,,FL,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"6196 Lake Grey Boulevard, , FL",,,,,,FL,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"9051 Florida Mining Boulevard, , FL",,,,,,FL,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"26844 Tanic Drive, , FL",,,,,,FL,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"2574 Commerce Parkway 34289, , FL",,,,,,FL,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"5224 Station Way, , FL",,,,,,FL,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"2748 Falkenburg Road,, , FL",,,,,,FL,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"8950 Dr. MLK Jr. St. North,, , FL",,,,,,FL,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"3010 Highland Oak Terrace, , FL",,,,,,FL,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"464099 SR 200, , FL",,,,,,FL,,,,,,,,
Invo Healthcare,(215) 489-8760,,,"507 East Armstrong Avenue,, , FL",,,,,,FL,,,,,,,,
Ivy Behavioral Group,(772) 232-6433,,,"2336 SE Ocean Boulevard, , FL",,Home-based,,English,,FL,,,,,,,,
Jumpstart Developmental Services,7864315801,JumpstartDevelopmentalServices.com,info@jumpstartdevelopmentalservices.com,"5979 NW 151 St Miami Lakes, FL 33018, Miami Lakes, FL 33018",,,,,,FL,,,,,,,,
Kaleidoscope Interventions,(321) 345-0861,,,"125 E. Nasa Blvd., , FL",,Center-based; Home-based,Behavioral Health,English,,FL,,,,,,,,
Kiddo-Land Therapy,1 813-981-0006,https://kiddoland.my.canva.site/,kiddolandtherapy@gmail.com,"3802 Gunn Hwy D, Tampa, FL 33618, USA, , FL 33618",,,,,,FL,,,,,,,,
Lama Pediatric Therapy,813-269-4879,https://www.lamatherapies.com/,colleen@lamatherapies.com,"3333 W Bearss Ave, Tampa, FL 33618, United States, Lake Magdalene, FL 33618",,,,,,FL,,,,,,,,
Look Up Therapy,855-274-1915,https://lookuptherapy.com/,lookuptherapy@gmail.com,"5840 Corporate Way Suite 105, West Palm Beach, FL 33407, United States, West Palm Beach, FL 33407",,,,,,FL,,,,,,,,
"Metamorphosis Therapy, LLC",407-395-9976,https://www.mymetamorphosistherapy.com/,INFO@METAMORPHOSISTX.COM,"1450 Daniels Rd #1, Winter Garden, FL 34787, United States, Winter Garden, FL 34787",,,,,,FL,,,,,,,,
MG Home Care Services,(305) 908-2999,,,"40 NW 8 ST, , FL",,Home-based,Behavioral Health,,,FL,,,,,,,,
MG Home Care Services,(305) 908-2999,,,"10200 NW 25th St, , FL",,Home-based,Behavioral Health,,,FL,,,,,,,,
MG Home Care Services,(305) 908-2999,,,"8601 SW 199th St, , FL",,Home-based,Behavioral Health,,,FL,,,,,,,,
MG PUZZLE PIECES - ABA THERAPY,561-542-3133,,,"4400 N Federal Hwy Ste 5, Boca Raton, FL 33431, United States, Boca Raton, FL 33431",,,,,,FL,,,,,,,,
Michael Sowa,850-336-9045,,michaelsowabcba@gmail.com,"1314 E. Leonard St. Pensacola, Florida, United States, Pensacola, FL",,,,,,FL,,,,,,,,
Michele,888-880-9270,http://butterflyeffects.com/,,"Butterfly Effects,Tampa, Florida, Tampa, FL",,,,,,FL,,,,,,,,
Michelle Decheona,772-237-9625,,behavioranalysis@aol.com,"3464 Se Fairway oaks trl, Stuart, Fl, 34997, Stuart, FL",,,,,,FL,,,,,,,,
"Minds in Motion ABA Therapy Center, LLC",954-988-0918,,,"9070 Kimberly Blvd Ste. 19-20, , FL",,Center-based; Home-based,,English,,FL,,,,,,,,
MOD Behavior ABA,561-223-8076,https://modbehavioraba.com/,,"9815 Cross Pine Ct, Lake Worth, FL 33467, United States, Lake Worth, FL 33467",,,,,,FL,,,,,,,,
My BA Therapy Center,407-385-0728,https://mybatherapy.com/,info@mybatherapycenter.com,"217 E Oak St, Kissimmee, FL 34744, United States, Kissimmee, FL 34744",,,,,,FL,,,,,,,,
My Kid Therapy Center - ABA Therapy in Homestead,786-349-4700,http://www.mykidtherapycenter.com/,info@mykidtherapycenter.com,"14425 Country Walk Dr, Miami, FL 33186, Homestead, FL 33186",,,,,,FL,,,,,,,,
My Kid Therapy Center - ABA Therapy in Homestead,786-349-4700,http://www.mykidtherapycenter.com/,info@mykidtherapycenter.com,"14425 Country Walk Dr, Miami, FL 33186, Miami, FL 33186",,,,,,FL,,,,,,,,
My Kid Therapy Center - ABA Therapy in Kendall,786-349-4700,https://www.mykidtherapycenter.com/,info@mykidtherapycenter.com,"14425 Country Walk Dr, Miami, FL 33186, United States, Country Walk, FL 33186",,,,,,FL,,,,,,,,
Nemours Children's Hospital,407-567-4000,https://www.nemours.org/,,"13535 Nemours Pkwy, Orlando, FL 32827, USA, Orlando, FL 32827",,,,,,FL,,,,,,,,
New Foundations ABA Therapy,352-321-9100,https://newfoundationsaba.com/,hello@newfoundationsaba.com,"835 7th St #3, Clermont, FL 34711, United States, Clermont, FL 34711",,,,,,FL,,,,,,,,
Nicole,888-880-9270,http://butterflyeffects.com/,,"Butterfly Effects,Palm Beach, Florida, Broward, FL",,,,,,FL,,,,,,,,
Nicole,888-880-9270,http://butterflyeffects.com/,,"Butterfly Effects, Miami, Florida, Miami, FL",,,,,,FL,,,,,,,,
Nicole,888-880-9270,http://butterflyeffects.com/,,"Butterfly Effects,Palm Beach, Florida, Palm Beach, FL",,,,,,FL,,,,,,,,
Nikki,888-880-9270,http://butterflyeffects.com/,,"Butterfly Effects,Tampa, Florida, Orlando, FL",,,,,,FL,,,,,,,,
Nikki,888-880-9270,http://butterflyeffects.com/,,"Butterfly Effects,Tampa, Florida, Tampa, FL",,,,,,FL,,,,,,,,
"OCA (Opportunity, Community, Ability)",(407) 408-7402,,,"4917 Eli Street, , FL",,Center-based,Adult Services; Community,English,,FL,,,,,,,,
"OCA (Opportunity, Community, Ability)",(407) 408-7402,,,"5165 Adanson St., , FL",,Center-based,Adult Services; Community,English,,FL,,,,,,,,
One on One Behavioral Services,305-204-7037,www.onebehavior.com,jeanne@onebehavior.com,"12973 SW 112 ST #151 Miami, FL 33186, Miami, FL 33186",,,,,,FL,,,,,,,,
Optimum ABA Therapy,561-542-7795,https://www.optimumaba.com/,info@optimumaba.com,"6794 Park Ln E, Lake Worth, FL 33449, United States, Lake Worth, FL 33449",,,,,,FL,,,,,,,,
Orlando Calderin,3054972434,,orlando@abaalliance.com,"Coral Gables, Florida, USA, Coral Gables, FL",,,,,,FL,,,,,,,,
Orlando Children's Therapy,407-594-4497,https://orlandochildrenstherapy.com/,info@orlandochildrenstherapy.com,"5728 Major Blvd Suite 600, Orlando, FL 32819, United States, Orlando, FL 32819",,,,,,FL,,,,,,,,
Patricia,888-880-9270,http://butterflyeffects.com/,,"Butterfly Effects, Broward, Florida, Broward, FL",,,,,,FL,,,,,,,,
Pivotal Achievements- ABA Therapy,954-893-2442,https://www.pivotal-achievements.com/,info@pivotal-achievements.com,"7451 Wiles Rd Suite 107, Coral Springs, FL 33067, United States, Coral Springs, FL 33067",,,,,,FL,,,,,,,,
Progressive Behavioral Science,305-807-1909,http://pbstherapy.com/,info@pbstherapy.com,"Pompano Beach, FL, USA, Pompano Beach, FL",,,,,,FL,,,,,,,,
Project Brilliance,(561) 508-6122,,,"951 Broken Sound Pkwy, , FL",,Center-based; Home-based; School-based,Community; Behavioral Health,,,FL,,,,,,,,
Project Brilliance,(561) 508-6122,,,"3989 Via Poinciana Dr., , FL",,Center-based; Home-based; School-based,Community; Behavioral Health,,,FL,,,,,,,,
Project Brilliance,(561) 508-6122,,,"9000 Burma Rd, , FL",,Center-based; Home-based; School-based,Community; Behavioral Health,,,FL,,,,,,,,
Reach Behavioral Services,(813) 407-7275,,,"P.O. Box 89894, , FL",Aetna; Cigna; Aetna/CVS Health; Humana,Home-based,,,,FL,,,,,,,,
Reaching Milestones,904-683-9515,http://www.reachingmilestones.com/,,"6816 Southpoint Pkwy., Building 500, Jacksonville FL 32216, Jacksonville, FL 32216",,,,,,FL,,,,,,,,
Reaching Milestones,904-579-3280,http://www.reachingmilestones.com/,,"782 Foxridge Center Dr., East Wing, Orange park, FL 32065, Orange Park, FL 32065",,,,,,FL,,,,,,,,
Reveresco ABA Therapy,954-941-2323,http://www.revaba.com,info@revaba.com,"911 E Atlantic Blvd 108a, Pompano Beach, FL 33060, USA, Pompano Beach, FL 33060",,,,,,FL,,,,,,,,
"Reveresco ABA Therapy, LLC",954-941-2323,https://revaba.com/,info@revaba.com,"911 E Atlantic Blvd #108a, Pompano Beach, FL 33060, United States, Pompano Beach, FL 33060",,,,,,FL,,,,,,,,
Risen Consultants,(305) 220-3382,,,"3850 SW 87 Ave, Suite 207, , FL",Aetna; Cigna; Blue Cross and Blue Shield Association; Humana,Center-based; Home-based; School-based,Community; Behavioral Health,English,2-10; 11-21,FL,,,,,,,,
Risen Consultants,(305) 220-3382,,,"1470 NW 107th Ave, , FL",Aetna; Cigna; Blue Cross and Blue Shield Association; Humana,Center-based; Home-based; School-based,Community; Behavioral Health,English,2-10; 11-21,FL,,,,,,,,
Solfine Dorleus,4077034841,,lojaacademy@outlook.com,"Gangapur Rd, Shivaji Nagar, Nashik, Maharashtra 422002, Apopka, FL",,,,,,FL,,,,,,,,
Sprout Behavioral Service,954 552 6668​​,https://www.sproutbehavioralservices.com/,info@sproutbehavioralservices.com,"1925 Birkdale Dr. Wellington, Fl 33414, Cooper City, FL",,,,,,FL,,,,,,,,
Sprout Behavioral Service,954 552 6668​​,https://www.sproutbehavioralservices.com/,info@sproutbehavioralservices.com,"1925 Birkdale Dr. Wellington, Fl 33414, Wellington, FL",,,,,,FL,,,,,,,,
"Sprout Behavioral Services, Inc.",(954) 552-6668,,,"823 N 32nd Ct, , FL",,Center-based; Home-based,,English,,FL,,,,,,,,
"Sprout Behavioral Services, Inc.",(954) 552-6668,,,", , FL",,Center-based; Home-based,,English,,FL,,,,,,,,
"Sprout Behavioral Services, Inc.",(954) 552-6668,,,"11011 SHERIDAN ST, , FL",,Center-based; Home-based,,English,,FL,,,,,,,,
"Sprout Behavioral Services, Inc.",(954) 552-6668,,,"1925 Birkdale Drive, , FL",,Center-based; Home-based,,English,,FL,,,,,,,,
Square One Behavioral Services Inc.,56156899367,https://sq1behavioral.com/,lalarcon@sq1behavioral.com,"Palm Beach, Martin, Broward, Okeechobee, Glades, Hendry, St. Lucie, West Palm Beach, FL",,,,,,FL,,,,,,,,
Square One Behavioral Services Inc. - ABA Therapy For Autism,561-568-9367,https://sq1behavioral.com/,lalarcon@sq1behavioral.com,"1495 Forest Hill Blvd Suite C3, West Palm Beach, FL 33406, United States, Lake Clarke Shores, FL 33406",,,,,,FL,,,,,,,,
Stepping Stone Kids Therapy,(239) 351-0675,,,"708 Goodlette-Frank Road,  Suite 1, , FL",,Center-based,,English,,FL,,,,,,,,
Stepping Stone Kids Therapy,(239) 351-0675,,,"8803 Tamiami Trail, , FL",,Center-based,,English,,FL,,,,,,,,
Stepping Stone Kids Therapy,(239) 351-0675,,,"3880 Colonial Blvd, Suite 2, , FL",,Center-based,,English,,FL,,,,,,,,
Stepping Stone Kids Therapy,(239) 351-0675,,,"3900 Colonial Blvd, Suite  1, , FL",,Center-based,,English,,FL,,,,,,,,
Stepping Stone Kids Therapy,(239) 351-0675,,,"1342 SE 46th Lane, , FL",,Center-based,,English,,FL,,,,,,,,
Stepping Stone Kids Therapy,(239) 351-0675,,,"22655 Bayshore Road, , FL",,Center-based,,English,,FL,,,,,,,,
Success on the Spectrum,(346) 217-8328,,,"4263 Nevada St, , FL",,Center-based; Home-based; School-based,,English,,FL,,,,,,,,
Surpass Behavioral Health,1-888-227-7212,,,"3217 S. MacDill Avenue, , FL",Aetna; Cigna; Optum; United Healthcare; Aetna/CVS Health; Amerigroup; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; CareSource; Humana; Optum/United; UnitedHealth Group; WellCare; Highmark,Center-based; Home-based; School-based,Community; Behavioral Health,English,2-10; 11-21,FL,,,,,,,,
Surpass Behavioral Health - Tampa,(813)-284-7941,https://surpassbehavioralhealth.com/,intake@surpassbh.com,"3217 S MacDill Avenue Suite B Tampa, FL 33629, Tampa, FL 33629",,,,,,FL,,,,,,,,
Taina,888-880-9270,http://butterflyeffects.com/,,"Butterfly Effects, Miami, Florida, Broward, FL",,,,,,FL,,,,,,,,
Taina,888-880-9270,http://butterflyeffects.com/,,"Butterfly Effects, Miami, Florida, Miami, FL",,,,,,FL,,,,,,,,
Taylour Musto,9548567806,https://modbehavioraba.com/,support@modbehavioraba.com,"9815 Cross Pine Ct, Lake Worth, FL",,,,,,FL,,,,,,,,
The Clinic Of Hope,561-425-6592,www.theclinicofhope.com,discover@theclinicofhope.com,"9940 SW 136th Ct Miami, Florida 33186, Miami, FL",,,,,,FL,,,,,,,,
The Collaborative Behavior Group,772-872-6940,,,"3344 Ne Sandra Dr, , FL",,,,English,,FL,,,,,,,,
The Tampa ABA Therapy Clinic,1 727-492-5369,https://abasolutionsinc.com/,lisa@abasolutionsinc.com,"609 W Waters Ave, Tampa, FL 33604, United States, Tampa, FL 33604",,,,,,FL,,,,,,,,
Therapies 4 Kids,954-828-0425,http://www.therapies4kids.com/,info@therapies4kids.com,"5970 SW 18th Street - Suites E6-E7, Boca Raton, FL 33433, Pembroke Pines, FL 33433",,,,,,FL,,,,,,,,
Therapies 4 Kids,954-828-0425,http://www.therapies4kids.com/,info@therapies4kids.com,"1495 N Park Dr, Weston, FL 33326, Weston, FL 33326",,,,,,FL,,,,,,,,
Therapies 4 Kids,954-828-0425,http://www.therapies4kids.com/,info@therapies4kids.com,"1750 N University D - Suites 105-107-109, Coral Springs, FL 33071, Coral Springs, FL 33071",,,,,,FL,,,,,,,,
Therapies 4 Kids,954-828-0425,http://www.therapies4kids.com/,info@therapies4kids.com,"2955 Coral Way, Miami, FL 33145, Miami, FL 33145",,,,,,FL,,,,,,,,
Therapies 4 Kids,954-828-0425,http://www.therapies4kids.com/,info@therapies4kids.com,"5970 SW 18th Street - Suites E6-E7, Boca Raton, FL 33433, Boca Raton, FL 33433",,,,,,FL,,,,,,,,
A Perfect Fit ABA,8036243885,,,"2204 Matthew Ct, , GA",,,,English,,GA,,,,,,,,
ABA Success,7705080686,,,"6371 Seymour Place Northwest, , GA",,,,English,,GA,,,,,,,,
ABA Therapy Center,912-459-9999,http://www.abatherapycenter.com/,sallyway@abatherapycenter.com,"10164 Ford Ave. Suite D, Richmond Hill, Ga 31324, Richmond Hill, GA",,,,,,GA,,,,,,,,
"ABA to Z, LLC",+16787339318,,,"5825 Glenridge Dr. Building 1,, , GA",,Center-based,,English,,GA,,,,,,,,
Able Autism Therapy Services,470-239-1946,https://www.ableaba.com/,info@ableaba.com,"6445 Shiloh Rd Suite D, Alpharetta, GA 30005, United States, Alpharetta, GA 30005",,,,,,GA,,,,,,,,
Able Tree Autism Treatment Center,706-842-5330,https://www.abletreeatc.com/,,"3730 B Executive Center Drive, Augusta, GA 30907, Augusta, GA 30907",,,,,,GA,,,,,,,,
Achievements ABA Therapy,877-733-7033,https://achievementstherapy.com/,info@achievementstherapy.com,"730 Peachtree St NE #570, Atlanta, GA 30308, United States, Atlanta, GA 30308",,,,,,GA,,,,,,,,
Adriana Galindo,229-244-4545,http://www.morethanwordsga.org/,,"1701 N Patterson St, Valdosta, GA 31602, USA, Valdosta, GA 31602",,,,,,GA,,,,,,,,
Alex,888-880-9270,http://butterflyeffects.com/,,"Atlanta, GA, USA, Atlanta, GA",,,,,,GA,,,,,,,,
All Kids First,(404) 797-9522,,,"4720 Peachtree Industrial Blvd, , GA",,Center-based; Home-based,,English,,GA,,,,,,,,
Allison C. Doerr,770-213-3594,https://www.georgianeurobehavioral.com/,info@georgianeurobehavioral.com,"140 E Marietta St 301, Canton, GA 30114, USA, Canton, GA 30114",,,,,,GA,,,,,,,,
Amber Clark,770-627-2267,http://www.appleseedslearningcenter.org/,,"2933 Cherokee Street, Kennesaw, GA 30144, Kennesaw, GA 30144",,,,,,GA,,,,,,,,
Amy Brown,770-213-3594,https://www.georgianeurobehavioral.com/,info@georgianeurobehavioral.com,"140 E Marietta St 301, Canton, GA 30114, USA, Canton, GA 30114",,,,,,GA,,,,,,,,
Andrew Burns,770-627-2267,http://www.appleseedslearningcenter.org/,,"2933 Cherokee Street, Kennesaw, GA 30144, Kennesaw, GA 30144",,,,,,GA,,,,,,,,
Apollo Behavior,404-410-7600,https://apollobehavior.com/,info@apollobehavior.com,"5050 Research Ct #125, Suwanee, GA 30024, United States, Suwanee, GA 30024",,,,,,GA,,,,,,,,
Apollo Behavior Services,(404) 202-8142,,,"5050 Research CT, 300, , GA",,,,,,GA,,,,,,,,
Apollo Behavior Services,(404) 202-8142,,,"5050 Research CT, , GA",,,,,,GA,,,,,,,,
Apollo Behavior Services,(404) 202-8142,,,"1550 N Brown RD, , GA",,,,,,GA,,,,,,,,
Apollo Behavior Services,(404) 202-8142,,,"1230 Johnson Ferry RD, , GA",,,,,,GA,,,,,,,,
Atlanta Autism Center,833-628-8476,https://atlantaautismcenter.com/,info@atlantaautismcenter.com,"6450 Spalding Dr Suite B, Peachtree Corners, GA 30092, United States, Peachtree Corners, GA 30092",,,,,,GA,,,,,,,,
Be Your Best,347-323-3367,https://sites.google.com/view/beyourbestabatherapy,info.beyourbestaba@gmail.com,"3611 14th Ave Brooklyn Ny 1128, Atlanta, GA",,,,,,GA,,,,,,,,
Blossom ABA Therapy,404-474-8136,https://blossomabatherapy.com/,info@blossomabatherapy.com,"3372 Peachtree Rd Suite 115, Atlanta, GA 30326, United States, Atlanta, GA 30326",,,,,,GA,,,,,,,,
BlueSprig,470-491-2050,https://www.bluesprigautism.com/bluesprig-stockbridge/?utm_source=google&utm_medium=local&utm_campaign=bs_stockbridge,,"115 N Park Trail Suite #123, Stockbridge, GA 30281, United States, Stockbridge, GA 30281",,,,,,GA,,,,,,,,
Building Bridges Therapy,770-886-6204,http://buildingbridgestherapy.com/,Info@BuildingBridgesTherapy.com,"1389 Weber Industrial Dr., 1389 Weber Industrial Dr. Cumming, GA 30041, Cumming, GA 30041",,,,,,GA,,,,,,,,
BY YOUR SIDE - Autism Therapy Services,770-884-1050,https://byyoursideac.com/,info@byyoursideac.com,"3070 Business Park Drive STE B, Norcross, GA 30071, United States, Norcross, GA 30071",,,,,,GA,,,,,,,,
BY YOUR SIDE - Autism Therapy Services,770-336-7373,https://byyoursideac.com/,info@byyoursideac.com,"1559 Janmar Rd, Snellville, GA 30078, United States, Snellville, GA 30078",,,,,,GA,,,,,,,,
BY YOUR SIDE - Autism Therapy Services,770-884-1050,https://byyoursideac.com/,info@byyoursideac.com,"3070 Business Park Drive STE B, Norcross, GA 30071, United States, Norcross, GA 30071",,,,,,GA,,,,,,,,
BY YOUR SIDE Autism Therapy Services,(847) 496-5513,,,"3070 Business Park Drive, , GA",,Center-based; Home-based,Community,English,2-10,GA,,,,,,,,
BY YOUR SIDE Autism Therapy Services,(847) 496-5513,,,"1559 Janmar Road, , GA",,Center-based; Home-based,Community,English,2-10,GA,,,,,,,,
Cazales Autism Services,229-474-4384,https://www.facebook.com/CazalesAutismServices/,jencazales@yahoo.com,"2704 N Oak St A1, Valdosta, GA 31602, United States, Valdosta, GA 31602",,,,,,GA,,,,,,,,
Chiko Saiwa,229-244-4545,http://www.morethanwordsga.org/,,"1701 N Patterson St, Valdosta, GA 31602, USA, Valdosta, GA 31602",,,,,,GA,,,,,,,,
Christie Partridge,770-627-2267,http://www.appleseedslearningcenter.org/,,"2933 Cherokee Street, Kennesaw, GA 30144, Kennesaw, GA 30144",,,,,,GA,,,,,,,,
Claire,888-880-9270,http://butterflyeffects.com/,,"Augusta, GA, USA, Augusta, GA",,,,,,GA,,,,,,,,
Coastal Autism Therapy,912-330-7171,http://coastalautism.com/,,"119 Canal Street, Suite 102 Pooler, GA 31322, Pooler, GA 31322",,,,,,GA,,,,,,,,
Coastal Autism Therapy Center,912-330-7171,http://coastalautism.com/,,"119 Canal Street, Suite 102 Pooler, GA 31322, Pooler, GA 31322",,,,,,GA,,,,,,,,
"Coastal Autism Therapy Center, Inc.",912-330-7171,https://coastalautism.com/,,"110 Pipemakers Cir #116, Pooler, GA 31322, United States, Pooler, GA 31322",,,,,,GA,,,,,,,,
Compass Behavioral & Developmental Consultants,800-832-9419,http://www.compassaid.com/,info@compassaid.com,"Hinesville,933 Elma G. Parkway, Suite 102, Hinesville, GA 31313, Valdosta, GA 31313",,,,,,GA,,,,,,,,
Compass Behavioral & Developmental Consultants,800-832-9419,http://www.compassaid.com/,info@compassaid.com,"Hinesville,933 Elma G. Parkway, Suite 102, Hinesville, GA 31313, Hinesville, GA 31313",,,,,,GA,,,,,,,,
Dan Alongi,229-244-4545,http://www.morethanwordsga.org/,,"1701 N Patterson St, Valdosta, GA 31602, USA, Valdosta, GA 31602",,,,,,GA,,,,,,,,
Diane L. Hollander,770-213-3594,https://www.georgianeurobehavioral.com/,info@georgianeurobehavioral.com,"140 E Marietta St 301, Canton, GA 30114, USA, Canton, GA 30114",,,,,,GA,,,,,,,,
Dogwood Autism Services,877-288-4760,https://www.dogwoodautism.com/,info@dogwoodautism.com,"5163 Roswell Rd, Atlanta, GA 30342, United States, Sandy Springs, GA 30342",,,,,,GA,,,,,,,,
Early Autism Services,404-295-7941,https://earlyautismservices.com/,Info@earlyautismservices.com,"126 Old Roberts Dr, Sandy Springs, GA 30350, United States, Sandy Springs, GA 30350",,,,,,GA,,,,,,,,
Early Bird's ABA,(770) 596-3828,,,"1171 Timber Glen Ct., , GA",,Home-based; School-based,,English,,GA,,,,,,,,
Elevation Autism Center,(470) 749-8998,www.elevationautism.com,info@elevationautism.com,"157 Technology Pkwy NW Ste 600, Norcross, GA 30092, Alpharetta, GA 30092",,,,,,GA,,,,,,,,
Elevation Autism Center,(470) 749-8998,/www.elevationautism.com,info@elevationautism.com,"157 Technology Pkwy NW Ste 600, Norcross, GA 30092, Peachtree Corners, GA 30092",,,,,,GA,,,,,,,,
Emmaline Bible,770-627-2267,http://www.appleseedslearningcenter.org/,,"2933 Cherokee Street, Kennesaw, GA 30144, Kennesaw, GA 30144",,,,,,GA,,,,,,,,
Fusion Autism Center,470-462-5010,https://www.bluesprigautism.com/fusion-autism-center-lawrenceville/?utm_source=google&utm_medium=local&utm_campaign=fac_lawrenceville,,"3319 Sugarloaf Pkwy, Lawrenceville, GA 30044, United States, Lawrenceville, GA 30044",,,,,,GA,,,,,,,,
Georgia Behavior Specialists,770-630-0964,http://georgiabehaviorspecialists.org/About-Us,eschubert@georgiabehaviorspecialists.org,"1401 Georgian Park Suite 220, Peachtree City, GA 30269, United States, Peachtree City, GA 30269",,,,,,GA,,,,,,,,
GoalPoint Behavior Group,1 478-225-2179,https://goalpointaba.com/,info@goalpointaba.com,"644 Tallulah Trail, Warner Robins, GA 31088, United States, Warner Robins, GA 31088",,,,,,GA,,,,,,,,
Hearts and Hands Therapy Services LLC,(678) 595-5933,,,"2001 Professional Parkway, , GA",,,,English,,GA,,,,,,,,
Hearts and Hands Therapy Services LLC,(678) 595-5933,,,"2201 Mount Zion Parkway, , GA",,,,English,,GA,,,,,,,,
Hopebridge Autism Therapy Center,470-327-9193,https://www.hopebridge.com/,bcraig@hopebridge.com,"2059 Scenic Hwy N Suite 101, Snellville, GA 30078, United States, Snellville, GA 30078",,,,,,GA,,,,,,,,
Hopebridge Autism Therapy Center,470-207-8845,https://www.hopebridge.com/,bcraig@hopebridge.com,"2415 Wall St SE, Conyers, GA 30013, United States, Conyers, GA 30013",,,,,,GA,,,,,,,,
Hopebridge Autism Therapy Center,912-295-4956,https://www.hopebridge.com/,bcraig@hopebridge.com,"5000 Business Center Dr STE 500, Savannah, GA 31405, United States, Savannah, GA 31405",,,,,,GA,,,,,,,,
Hopebridge Autism Therapy Center,470-632-5276,https://www.hopebridge.com/,bcraig@hopebridge.com,"9559 GA-5 Suite 601, Douglasville, GA 30135, United States, Douglasville, GA 30135",,,,,,GA,,,,,,,,
Hopebridge Autism Therapy Center,470-241-1353,https://www.hopebridge.com/,bcraig@hopebridge.com,"3105 Clairmont Rd, Atlanta, GA 30329, United States, Atlanta, GA 30329",,,,,,GA,,,,,,,,
Hopebridge Autism Therapy Center,706-449-0273,https://www.hopebridge.com/,bcraig@hopebridge.com,"1272 Virgil Langford Rd Suite 101, Watkinsville, GA 30677, United States, Watkinsville, GA 30677",,,,,,GA,,,,,,,,
Hopebridge Autism Therapy Center,470-472-0039,https://www.hopebridge.com/,bcraig@hopebridge.com,"3338 Trickum Rd, Woodstock, GA 30188, United States, Woodstock, GA 30188",,,,,,GA,,,,,,,,
Hopebridge Autism Therapy Center,770-999-9271,https://www.hopebridge.com/,bcraig@hopebridge.com,"3800 Camp Creek Pkwy Building 1400, Atlanta, GA 30331, United States, Atlanta, GA 30331",,,,,,GA,,,,,,,,
