name,address,phone,website,rating,reviews,latitude,longitude,place_id
Communication Station Therapy Services,"2935 Kerry Forest Pkwy Suite A, Tallahassee, FL 32309",(850) 933-8606,http://www.thecommunicationstationslp.com/,,,30.5398861,-84.2236702,ChIJjTmYc-fL0koRwil-Z9e0pAY
The Therapy Place,"214 S Bronough St, Tallahassee, FL 32301",(850) 448-1477,https://www.thetherapyplacefl.com/,4,4,30.440057,-84.28462809999999,ChIJo8hE3k717IgR1rLZzsNo-Zk
"Mijares Speech Language Pathology, LLC",,(850) 296-7106,http://www.mijaresslp.com/,5,1,30.467056,-84.253917,ChIJ_WaSYXZZ7IgRcxWdk9BZOrU
Mrs. Britney Desir,"1344 Cross Creek Cir Unit 1, Tallahassee, FL 32301",(850) 322-8709,,5,2,30.429092699999998,-84.2374712,ChIJ86ZaT7df7IgR-h8GeVBo2Cc
Wildflower Speech Therapy,"4040 Newberry Rd Suite 1150, Gainesville, FL 32607, United States",+1 352-283-0595,http://www.gainesvilleslp.com/,4.8,23,29.654803599999997,-82.3862967,ChIJy58Ku6y86IgRw76jkxqORbo
Divine Speech and Swallowing Solutions LLC,"4631 NW 53rd Ave STE 102, Gainesville, FL 32653, United States",+1 352-440-8147,http://www.divinesss.com/,5,65,29.7007701,-82.3916215,ChIJEa1eikG76IgRvIamw3oDdGc
Fundamental Therapy Solutions,"250 NW 76 Dr, Gainesville, FL 32607, United States",+1 352-505-6363,http://funtherapysolutions.com/,4.3,47,29.6552738,-82.42505469999999,ChIJleqmsKW96IgRJVD_kBmk-9c
Speech4Kids of Gainesville,"13577 NW 2nd Ln, Newberry, FL 32669, United States",+1 352-240-3155,http://speech4kidsgainesville.com/,4.8,17,29.656237599999997,-82.48806429999999,ChIJ4TM2Db--6IgRRmzIZv3ftrw
Myoga Speech,"5300 SW 91st Terrace, Gainesville, FL 32608, United States",+1 352-340-1113,http://www.myogaspeech.com/,5,7,29.6052051,-82.4394738,ChIJh4eS2VeqI0cRAfJXs8Nieo8
Play to Grow Speech Therapy,"5200 Newberry Rd Suite E3, Gainesville, FL 32607, United States",,https://www.playtogrowgainesville.com/,5,8,29.659317899999998,-82.39834909999999,ChIJI7EB4ky96IgRtYuMVfUYPeU
Little Sprouts Speech,"4010 Newberry Rd STE A, Gainesville, FL 32607, United States",,https://www.littlesprouts-speech.com/,5,6,29.654301099999998,-82.38555099999999,ChIJnRU1t0q96IgRSnlcH71E_VQ
Lamp Post Therapy Center,"13568 NW 1st Ln UNIT 1, Tioga, FL 32669, United States",+1 352-331-9448,https://www.lampposttherapy.com/,4.8,25,29.655887999999997,-82.487484,ChIJr9Efr5q86IgROuKraPdYFpY
ACG Therapy and Autism Center,"4907 NW 43rd St STE C, Gainesville, FL 32606, United States",+1 352-372-0047,https://acgtherapycenter.com/,4.3,26,29.699806199999998,-82.3883819,ChIJx3MHNC276IgRJIzcM5Pj2V0
Top Therapy Solutions,,+1 352-251-2057,http://www.toptherapysolutions.com/,5,3,27.698638,-83.80460099999999,ChIJPXxYNAt-SWUR1X1GSAVXIXI
Speak Up Virtual Speech Therapy,"4600 SW 34th St #141844, Gainesville, FL 32614, United States",+1 352-562-3618,http://www.speakupvirtualspeechtherapy.com/,5,2,29.610611799999997,-82.3733273,ChIJL3Kez7qj6IgR-3MHE19qq14
Kinspire Health,,+1 844-695-4677,https://www.kinspirehealth.com/,5,23,34.851043,-97.5285485,ChIJNye9QL86jIQRD0TCZCFtAKQ
Learning Steps Therapy,,+1 352-514-6857,http://www.learningstepstherapy.com/,5,8,29.682529,-82.326591,ChIJ9R4LP9y96IgRlx0Golj0Wak
Launch Pad Therapy,"11101 NW 12th Pl, Gainesville, FL 32606, United States",+1 352-325-7400,http://www.launchpadtherapy.com/,5,1,29.664071,-82.460143,ChIJtTa5dQm86IgRWvL85RzaA14
UF Health Rehab Center for Kids - Magnolia Parke,"4740 NW 39th Pl Suite D, Gainesville, FL 32606, United States",+1 352-265-5204,https://ufhealth.org/locations/uf-health-rehab-center-for-kids-magnolia-parke?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,3.7,54,29.690315599999998,-82.3932454,ChIJpd43LDS76IgRwyyqgCiOdIg
Special Communications,"4125 NW 19th Pl, Gainesville, FL 32605, United States",+1 352-371-3680,http://specialcommunications.com/,1,1,29.669860099999998,-82.3875453,ChIJGTxRp1K76IgRzHQOCXyWa_g
BASS ABA Therapy - Gainesville West,"2035 SW 75th St B, Gainesville, FL 32608, United States",+1 877-823-4283,http://www.bassautism.com/,5,11,29.634057499999997,-82.42190649999999,ChIJZV4S0vG86IgRDgas4okOlIU
UF Health Speech & Audiology Center – Shands Hospital,"1600 SW Archer Road, D2-055, Gainesville, FL 32608, United States",+1 352-265-7900,,5,2,29.639452,-82.34503699999999,ChIJ5_FN2J-j6IgRjnngHNPKO5E
"In Your Words, Communication and Behavior Development LLC",,+1 352-478-3081,https://www.morethanwordscbd.com/,5,1,29.525893999999997,-82.35380289999999,ChIJfSXlQe4LgWQR9FZBmFc75vI
BASS ABA Therapy - Gainesville East,"1000 NE 16th Ave suite d, Gainesville, FL 32601, United States",+1 877-823-4283,http://www.bassautism.com/,5,2,29.6679063,-82.3124133,ChIJIbKZERel6IgRPIAcg0n_InA
"Madden Therapy Solutions, PLLC","10901 Roosevelt Blvd N, St. Petersburg, FL 33716",(727) 240-6209,https://maddentherapysolutions.com/,5,69,27.8726953,-82.6485148,ChIJDwF52BnhwogR4D8P8kkiImc
"Bridge Speech Therapy, LLC","4200 4th St N STE B, St. Petersburg, FL 33703",(727) 201-3434,http://www.bridgespeech.com/,5,17,27.810705,-82.63895409999999,ChIJA65uN0rhwogRnAoZH0gviO4
Because You Can,"5225 Central Ave N, St. Petersburg, FL 33710",(727) 954-5635,http://www.becauseyoucanllc.com/,4.4,17,27.7711923,-82.7045773,ChIJxfKKlufjwogR9MxGqfbu7Rw
"TheraChoice, Inc","501 66th St N, St. Petersburg, FL 33710",(727) 452-1710,https://www.facebook.com/therachoiceinc,4.3,46,27.7773929,-82.7281179,ChIJC0ZM38LjwogRS8bNUIadzBs
"Speak Easy Pediatrics, LLC",,(615) 587-6035,https://www.speakeasypediatrics.com/,4.9,27,31.807610999999998,-84.52497249999999,ChIJ12SDy3fjwogRfPnqO0bNkGg
Lighthouse Pediatric Therapy Partners,"412 12th Ave N, St. Petersburg, FL 33701",(727) 344-9472,http://lighthousepediatrictherapypartners.com/,5,18,27.784216899999997,-82.6388147,ChIJ-d1yd4LhwogROJUwuxmL76k
Little Sunshine Pediatric Therapy,,(908) 217-5267,https://www.littlesunshinetherapy.com/,5,26,27.8473769,-82.69306759999999,ChIJdyQCSRWY5y8R6Qm31i5fWTo
Pediatric Feeding and Swallowing Associates,"9500 Koger Blvd N Suite 213, St. Petersburg, FL 33702",(727) 317-7655,https://www.feeding.com/,5,18,27.859197299999998,-82.6407735,ChIJJQyFt6LmwogR69CxXIVD46I
Neurorehab & Speech Healers - Speech Therapy & Pathology,"490 1st Ave S 2nd floor, St. Petersburg, FL 33701",(727) 761-2446,https://www.floridaspeechtherapy.net/saint-petersburg-fl/,5,2,27.7699748,-82.6391568,ChIJNzMmy7vhwogR4qI1d_zUPI0
Impactful Speech Therapy and Coaching,"7901 4th St N #300, St. Petersburg, FL 33702",(904) 478-8700,https://impactfulspeechtherapy.com/,5,2,27.844331099999998,-82.6381356,ChIJ89pGPKzu92YRgSUluQOQpA0
Find My Voice Therapy Services,,(727) 300-1949,http://www.findmyvoicetherapy.com/,5,11,27.789104499999997,-82.6967706,ChIJ0UnJ235gyKcRFJVrHreEnDU
Saint Pete Speech Therapy,,(813) 750-7852,http://www.saintpetespeech.com/,5,3,34.770126499999996,-102.8065235,ChIJfRrMW_kxqUER1bTdi-9AVrg
Lampert's Therapy Group,"8254 118th Ave N, Largo, FL 33773",(727) 541-5304,http://www.lampertstherapy.com/,4.5,62,27.8791114,-82.7533602,ChIJoxL6_t76wogRIhWE3rdpYRI
The Aphasia Center Intensive Aphasia Treatment Program,"4423 Central Ave, St. Petersburg, FL 33713",(727) 823-2529,http://www.theaphasiacenter.com/,4.8,17,27.771247,-82.6935039,ChIJo2dq69LiwogRvhoeR6j8Koc
Speech-Language and Feeding Services at Johns Hopkins All Children's Hospital,"880 6th St S, St. Petersburg, FL 33701",(727) 767-4141,https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation/speech-language-and-feeding-services,3.7,6,27.761415799999998,-82.64101649999999,ChIJ9VRhdI_hwogR-bJLDkU7oEc
Playful Paths Speech Therapy,,(407) 718-7412,https://www.playfulpathstherapy.com/,5,17,27.712045999999997,-82.076702,ChIJwT96X4mWFgwRWdsiZmKSQmc
Ms. Kerri SLP,,(508) 954-7767,https://www.mskerri.com/,5,1,27.698638,-83.80460099999999,ChIJu-f81W3pU2MR7RU9glDSQbI
Siembra Speech Therapy,,(813) 308-9346,https://siembraspeechtherapy.com/,5,6,32.8244879,-117.10776,ChIJgfEtgpT1_S4RZtGEZ37qLC4
"Maria Dalrymple, MS CCC-SLP","13575 58th St N, Clearwater, FL 33760",(727) 350-1810,http://kidsspeechtherapy.com/,5,7,27.8953188,-82.7116459,ChIJFX3Lvd3twogRuZPV-ykroTA
"Bilingual Speech Therapy of Clearwater, LLC","29257 US Hwy 19 N, Clearwater, FL 33761",(727) 201-2778,https://www.bstcflorida.com/,5,14,28.0382438,-82.7368348,ChIJHaOSKnrxwogRIAVGaLHOqZ8
Foundations Therapy,"2753 FL-580 STE. 111, Clearwater, FL 33761",(727) 724-5437,http://foundationstherapy.net/,5,11,28.0211613,-82.711057,ChIJYQ04_tztwogRBs7aWH-Dnw8
"Organic Speech Therapy, PLLC",,(727) 678-0772,http://www.organicspeechtherapy.com/,4.9,14,27.103424,-81.56350139999999,ChIJISmvTDTxwogRSQ9H7vBDmX4
Sunrise Therapy LLC,"2288 Drew St STE C, Clearwater, FL 33765",(727) 481-9985,https://sunrise-therapy.net/,5,4,27.9682979,-82.7429978,ChIJeW8pvVLxwogRCNV8aebGmd4
"I.T.S. For Kids, Inc.","4902 Creekside Dr, Clearwater, FL 33760",(727) 592-9100,http://www.itsforkids.net/,4.9,7,27.8908886,-82.7019476,ChIJ4WaLxw3lwogRAGduciCOOo0
Therapies Plus LLC,"2595 Tampa Rd Suite Q, Palm Harbor, FL 34684",(561) 574-7094,http://tplusllc.com/,5,50,28.0679469,-82.7374258,ChIJj7gs58zzwogR-tzU7v0I9ZU
Empowered Speech Therapy LLC,,(727) 275-0418,http://www.empoweredspeechllc.com/,5,5,27.8918945,-82.780579,ChIJZSXD7Gic2Q0RXwUo9EOT68c
Heart 4 Kids Therapy LLC,"31840 US Hwy 19 N, Palm Harbor, FL 34684",(727) 202-9200,http://www.heart4kidstherapy.com/,4.7,67,28.061580199999998,-82.7407751,ChIJ-Wy5sYDywogRGuXnsp9EQ6M
Speech Therapy of Pinellas LLC,,(727) 434-6500,http://www.speechpinellas.com/,5,2,27.8918945,-82.780579,ChIJgwsyF0eajK4Rn0FgXTI9lso
Little Steps Florida,"36430 US Hwy 19 N, Palm Harbor, FL 34683",(727) 330-0240,http://www.littlestepsflorida.com/,4.8,30,28.1034206,-82.7402034,ChIJkRf12L3zwogRTjwZu1HX8hg
"Suncoast Speech Therapy, LLC",,(727) 385-1907,https://suncoastspeech.care/,5,9,28.132728999999998,-82.53727599999999,ChIJvVedyZvmZiwRZX1aZ3I6JZY
Sensational Students Occupational Therapy,"971 Park St, Clearwater, FL 33755",(727) 433-7725,https://sensationalstudentsot.com/,5,12,27.9650207,-82.79357929999999,ChIJA4RK_hUOjgERzzgdY_5yFzQ
Speech Therapy Center,"1825 S Pinellas Ave # 105, Tarpon Springs, FL 34689",(727) 940-3114,https://speech-therapycenter.com/,5,1,28.1260884,-82.75917369999999,ChIJeXg4gHqNwogRPPNHl0DCHaw
Turning Tides Speech Therapy,,+1 850-935-5132,https://turningtidesspeech.com/,4.7,12,30.4951664,-85.828245,ChIJARDVI0ynDqURuH3mL53xjho
Pediatrics Therapy Center,"4624 Summerdale Blvd, Milton, FL 32571, United States",+1 850-994-3456,http://www.pediatrictherapycenterflorida.com/,5,59,30.6045941,-87.136737,ChIJvddLHqTukIgR2MjdaptrvTQ
The Arc Gateway's Pearl Nelson Child Development Center,"916 E Fairfield Dr, Pensacola, FL 32503, United States",+1 850-434-7755,https://arc-gateway.org/,4.4,37,30.4555795,-87.2133934,ChIJ65XA53zAkIgRahfpqH0Ey-Q
Capstone Children's Therapy Clinic,"4901 W Fairfield Dr, Pensacola, FL 32506, United States",+1 850-453-7463,https://www.capstoneacademy.org/,4.3,6,30.431540599999998,-87.28456299999999,ChIJgwjkIWi_kIgRsd5NmErn42o
Tubes 2 Tables,"1290 E 9 Mile Rd, Pensacola, FL 32514, United States",+1 850-857-9343,,4.3,6,30.5331913,-87.2378639,ChIJbfWa-aWVkIgR3QAifpq6r_w
Bright Futures Speech Therapy LLC,"401 E Chase St Suite 103, Pensacola, FL 32502, United States",+1 831-309-2101,https://www.brightfuturesspeechtherapy.com/,,,30.415804599999998,-87.2046797,ChIJFzzl7zvBkIgRCzjXud61bk4
"Gulf Breeze Speech and Language, LLC","65 Baybridge Dr, Gulf Breeze, FL 32561, United States",+1 850-780-5712,http://www.gulfbreezespeech.com/,5,4,30.368564,-87.173385,ChIJfc0Wmj7HkIgRlaYJumYwb4U
Full Circle Therapies of Pensacola,"401 E Chase St Suite 200, Pensacola, FL 32501, United States",+1 850-204-8030,http://www.fullcircletherapies.net/,,,30.415561699999998,-87.2047551,ChIJBdvONpHBkIgR0pNSlN68ce0
"Barbara J. Kahalley, ST","QTC Medical Group, 9400 University Pkwy, Pensacola, FL 32514, United States",+1 850-208-6120,,5,1,30.533441099999997,-87.2193736,ChIJK5SwaNLqkIgRdkbZzUG_nH8
CenterWell Home Health,"1301 N Palafox St Suite 300, Pensacola, FL 32501, United States",+1 850-434-8662,https://www.centerwellhomehealth.com/about-us/find-care-near-you/centerwell-home-health-pensacola/?utm_source=Organic&utm_medium=GBP,4.5,97,30.4265042,-87.219081,ChIJLykezALAkIgRkAeFFgls74s
PT Solutions of Pensacola,"5401 Corporate Woods Dr Suite 300, Pensacola, FL 32504, United States",+1 850-912-6840,https://ptsolutions.com/find-a-clinic/fl/pensacola/pensacola/?utm_source=google&utm_medium=organic&utm_campaign=GMB-PT-Solutions-Pensacola&utm_content=listing,4.9,238,30.477301599999997,-87.1999195,ChIJm5yICD_AkIgR0s8i_MS6rr4
"Lindsey Torgersen Speech & Language Therapy, LLC.",,+1 850-723-9955,http://ltspeechtherapy.com/,5,9,30.4922284,-87.257952,ChIJ-x_LXqGaFAQRNW9skU-KwjA
Ascension Sacred Heart Occupational Health and Rehabilitation Center,"4925 Grande Dr 2nd Fl, Pensacola, FL 32504, United States",+1 850-746-4902,https://healthcare.ascension.org/locations/florida/flpen/pensacola-ascension-sacred-heart-occupational-health-and-rehabilitation-center?utm_campaign=gmb&utm_medium=organic-search&utm_content=location-listing&utm_source=local,3.7,12,30.471371299999998,-87.2054165,ChIJEx-nvoe_kIgR7GA6LoN55Vw
"Kaylen Randall, MS CCC-SLP","105 Gregory Square, Pensacola, FL 32502, United States",+1 334-226-2604,,,,30.4157369,-87.2129436,ChIJlwp5xdzBkIgRn4l-9TuKMHw
Halifax Health Brooks Rehabilitation OP - Daytona Pediatrics,"311 N Clyde Morris Blvd Suite 50, Daytona Beach, FL 32114",(386) 425-7800,https://brooksrehab.org/locations/daytona-pediatric/?utm_source=listings&utm_medium=organic&utm_campaign=yext&utm_content=daytona-peds,4.1,11,29.201744299999998,-81.0540755,ChIJB0IjetbZ5ogRw2jbaGwJFak
Restorative Speech Services Inc.,"3930 S Nova Rd #100b, Port Orange, FL 32127",(352) 462-3114,https://restorativespeechservicesinc.clientsecure.me/,5,13,29.119760499999998,-81.00102249999999,ChIJibxM-RHZ5ogR-jgQ_JKzKr0
Speech Works Pediatric Therapy,"808 Dunlawton Ave Ste. 4, Port Orange, FL 32129",(386) 446-9935,http://speechworksflorida.com/,4.8,17,29.1307035,-81.0012394,ChIJnZuM8wjZ5ogRIypcQmn8cFY
"Shannon C. Bright, MS","Daytona Beach, FL 32114",(904) 215-3324,,5,1,29.194830699999997,-81.0255553,ChIJ-V9lf5vZ5ogRGUWvz_O5Tvk
Finish Line Speech Services,"801 Chicago Ave, South Daytona, FL 32119",,,5,1,29.1760795,-81.0209756,ChIJJdl4RwDZ5ogRx1GaxnXywlg
Restorative Speech Services Inc.,"890 N Boundary Ave # 200, DeLand, FL 32720",(352) 462-3114,https://restorativespeechservicesinc.clientsecure.me/,5,54,29.042281799999998,-81.3209423,ChIJJzQzsL0b54gRF6BKMV8fOxM
Speech Works Pediatric Therapy,"1275 W Granada Blvd #3b, Ormond Beach, FL 32174",(386) 446-9935,https://speechworksflorida.com/,4.3,11,29.2647023,-81.1061218,ChIJ1bpu6azd5ogRK1_pX7k5Y00
"Gayle Belin, M.A., CCC-SLP","1834 Mason Ave, Daytona Beach, FL 32117",(802) 373-3918,,,,29.2112494,-81.0791096,ChIJbz1eQqre5ogRX2E0yWwLWUk
Early Steps,"125 N Ridgewood Ave, Daytona Beach, FL 32114",(386) 873-0365,https://www.easterseals.com/necfl/programs-and-services/childrens-services/early-steps-north-beaches.html,,,29.2119407,-81.0230484,ChIJEftmNFbZ5ogRwWNtaKEXcd0
Aligned Horizons Therapy,,(386) 601-9737,http://www.alignedhorizons.org/,5,28,28.657940399999998,-81.7175185,ChIJsZiMU7qKIyARXOVVdKBZ-Qg
CenterWell Home Health,"1717 N Clyde Morris Blvd #140, Daytona Beach, FL 32117",(386) 274-1088,https://www.centerwellhomehealth.com/about-us/find-care-near-you/centerwell-home-health-daytona-beach/?utm_source=Organic&utm_medium=GBP,4.8,54,29.232268899999998,-81.08782479999999,ChIJ5e-GQRLc5ogRKca98FZJpoQ
"Great Strides Rehabilitation- Port Orange, FL","3890 Turtle Creek Dr # C, Port Orange, FL 32127",(904) 886-3228,https://greatstridesrehab.com/contact/wgv/,3.8,6,29.123431,-81.0046747,ChIJ_cvQ4gkv54gRiRLzAR-eeDA
"Coastal Speech and Language Center, LLC","55 Plaza Dr #6, Palm Coast, FL 32137",(386) 346-0523,http://www.coastalslp.com/,5,7,29.555698099999997,-81.22550389999999,ChIJM5mj9T6X5ogR-X_oP9CFJAY
Varsity Rehabilitation,"495 S Nova Rd #113, Ormond Beach, FL 32174",(386) 677-4300,https://premier-therapy.com/location/ormond-beach-varsity/,4.9,49,29.2686162,-81.07870129999999,ChIJvQjXtyzd5ogRSxosXICIa_Y
Easterseals NECFL,"1219 Dunn Ave, Daytona Beach, FL 32114",(386) 255-4568,http://www.easterseals.com/necfl/,3.3,35,29.2070218,-81.0544745,ChIJCZIsQV7Z5ogRZ8v5a7-nefs
Diamon Jessica R,"1104 Beville Rd # J, Daytona Beach, FL 32114",(386) 252-7837,,,,29.175472799999998,-81.03015119999999,ChIJD84yCqjZ5ogRv35UMHfia14
Halifax Health Brooks Rehabilitation Outpatient - Daytona,"201 N Clyde Morris Blvd # 320, Daytona Beach, FL 32114",(386) 236-7017,https://brooksrehab.org/locations/physical-therapy-daytona-beach/?utm_source=listings&utm_medium=organic&utm_campaign=yext&utm_content=daytona-beach,3.7,89,29.1992597,-81.05398459999999,ChIJ1cqTpkLZ5ogRCnms6Q7CJUA
Beachside Speech Club,,(386) 320-6130,http://www.beachsidespeechclub.com/,5,4,29.0293104,-80.9639545,ChIJDwH6bnZ1XUIRfXcJBx2Ayd0
"Bright Voices Speech Therapy, LLC",,(407) 327-8316,http://www.brightvoicestherapy.com/,5,10,28.321306999999997,-81.97702509999999,ChIJ2Z9xMa7Phi8Rt66rMgZlDzQ
Speech Works Pediatric Therapy,"4 Office Park Dr Suite 4, Palm Coast, FL 32137",(386) 446-9935,http://speechworksflorida.com/,4.1,11,29.5590741,-81.2031475,ChIJBXW_N3mU5ogRHT6ZivKtf6o
FOCUS,"4997 Royal Gulf Cir, Fort Myers, FL 33966",(239) 313-5049,http://www.focusflorida.com/,4.6,75,26.593645199999997,-81.81392389999999,ChIJK1oHBBtr24gRXuwz57RBlNU
"Bilingual Speech-Language Pathology Center, Inc.","4048 Evans Ave, Fort Myers, FL 33901",(239) 479-5093,,4.3,11,26.603493,-81.86024599999999,ChIJf944c4Rq24gRIPLciwykL_o
"Sandpiper Speech & Language Therapy, LLC","1469 Colonial Blvd Ste 110, Fort Myers, FL 33907",(239) 312-9001,http://www.sandpiperslp.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=17366736876480547997,4.4,7,26.5972507,-81.8862956,ChIJ_-DJRg2wU2sROfLSMVLoAs0
"Elite DNA Behavioral Health - Fort Myers - Occupational Therapy, Speech & ABA","6714 Winkler Rd, Fort Myers, FL 33919",(239) 215-1025,https://elitedna.com/locations/fort-myers-plantation/,4.5,22,26.5443841,-81.8993876,ChIJ6-Q_6kYV24gRMlGqMjTyEEg
"SWFL Speech Therapy, Inc.","14260 Metropolis Ave, Fort Myers, FL 33912",(239) 400-1705,https://www.swflspeechtherapy.com/,5,4,26.534891,-81.853982,ChIJXQt0zgcV24gRXpk3Mu4-uW8
SPOT Therapy Associates,"14410 Metropolis Ave, Fort Myers, FL 33912",(239) 561-2778,http://www.spottherapyassociates.com/,4,20,26.532602999999998,-81.853982,ChIJVVVVVW4V24gR_QH2uY9J3Jc
My Word Speech Therapy LLC,"1510 Santa Barbara Blvd, Cape Coral, FL 33991",(239) 286-4432,https://www.mywordspeech.com/,5,26,26.6242974,-81.9746789,ChIJmdIKgTeqmWgRNpcFVO-G-jE
"Orange Therapy- Speech, Language & Myo Services",,(505) 303-0115,https://www.orangetherapy.net/,5,1,26.552896399999998,-82.01209589999999,ChIJy1gofPJWvQcRhPaceuNZXpk
The Language Loft,"9470 Corkscrew Palms Cir Ste 102, Estero, FL 33928",(239) 400-4221,https://thelanguageloft.com/,5,20,26.430669299999998,-81.79706759999999,ChIJh5LX2twW24gRDd50BLngpzs
Speech Matters,"2328 Hancock Bridge Pkwy, Cape Coral, FL 33990",(239) 246-8751,http://speechmattersswfl.com/,4.7,17,26.652286,-81.9243958,ChIJxauux-9B24gRAKRI-9QLaGM
Spectrum Speech Therapy,"1250 Business Way, Lehigh Acres, FL 33936",(239) 674-9423,https://zzmaps.xyz/business/spectrum-speech-therapy-wgFkb9XA,4.6,58,26.605672799999997,-81.65173159999999,ChIJUYwYrhRz24gRt_zwgFkb9XA
Homegrown Therapy of SWFL,"1510 Hancock Bridge Pkwy #6, Cape Coral, FL 33990",(239) 478-7059,https://www.homegrowntherapyswfl.com/,5,17,26.651484399999998,-81.9427537,ChIJM_sPw1MC1Q4RytrSJAiipSk
Lee Health Children's Rehabilitation Center - Women & Children's Medical Plaza,"15901 Bass Rd #104, Fort Myers, FL 33908",(239) 343-6690,https://www.leehealth.org/our-services/pediatric-rehabilitation?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,4.3,6,26.510375699999997,-81.9105909,ChIJA9dlSvY-24gRUD0N4TSuvCs
Happy Learning LLC,"3400 Lee Blvd, Lehigh Acres, FL 33971",(239) 369-5889,,4.5,17,26.6175781,-81.687015,ChIJhw3-xuFz24gRBh66VVxKSCo
Cape Speech Therapy LLC,"2804 Del Prado Blvd S #109, Cape Coral, FL 33904",(239) 540-8255,http://www.capespeechtherapy.com/,5,2,26.5997086,-81.9419901,ChIJPdKKjMVA24gRr08HR032W08
Little Talks Speech Therapy,,(239) 329-1323,http://littletalkstherapy.com/,5,7,26.2953461,-81.8820946,ChIJV3uOlcuWi2IRR5Ijw1VKBeo
Lee Health Children's Rehabilitation Center - City Center,"3114 Cleveland Ave, Fort Myers, FL 33901",(239) 343-4970,https://www.leehealth.org/our-services/pediatric-rehabilitation?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,3.5,6,26.619385299999998,-81.87305649999999,ChIJ__8_FtFB24gRMGnwVGdjFcE
Ring Therapy Services,,(239) 478-6375,https://ringtherapyservices.com/,5,9,27.698638,-83.80460099999999,ChIJQ5xKvF096YgRHuvX-fQBbs0
Blooming Speech & Language Services LLC,,(239) 222-6768,,5,4,26.555556499999998,-81.7952225,ChIJf6HUqOYiiCIRUmyUqvrv-PA
A Plus Speech Therapy,"23150 Fashion Dr, Estero, FL 33928",,https://aplusspeechtherapy.com/,5,9,26.4022576,-81.8072567,ChIJU1XN-oAX24gRuLInylMdOu0
"Neuro Speech Therapy, LLC.","5969 Cattleridge Blvd STE 100, Sarasota, FL 34232",(941) 263-8240,https://neurospeechtherapy.com/,5,27,27.3015302,-82.4492724,ChIJ2ZkPPbFcXkURhaIcTgKXO2U
Neurorehab & Speech Healers - LLC,"2805 Fruitville Rd Suite 250, Room 1, Sarasota, FL 34237",(732) 743-8383,https://www.floridaspeechtherapy.net/,5,63,27.338661,-82.5125557,ChIJDddFuY5Bw4gRF8AjlYRdP6g
Betsy Inbar Speech and Language Pathologist,"2831 Ringling Boulevard #E-117, Sarasota, FL 34237",(941) 350-4640,http://www.inbarspeechlanguageandreading.com/,4.2,5,27.336954,-82.5127955,ChIJ49WbVo9Aw4gR-vE517nsyzY
Pediatric Therapy Solutions,"5899 Whitfield Ave # 203, Sarasota, FL 34243",(941) 360-0200,https://pediatrictherapysolution.com/,4.2,5,27.389744399999998,-82.4866028,ChIJRRdOGyY_w4gRUCwLPaFx1xc
The Florida Center for Early Childhood,"4620 17th St, Sarasota, FL 34235",(941) 371-8820,http://www.thefloridacenter.org/,5,6,27.347228599999998,-82.4753645,ChIJwbLCh1Q_w4gRWd0N43Xk44s
"Edge Therapies, LLC","6901 Professional Pkwy E, Sarasota, FL 34240",(941) 226-8617,https://edgetherapiesfl.com/,5,31,27.3837889,-82.4320549,ChIJkarZStncg40ROAssor9-Wog
Robert Kevlin- Speech Language Pathologist,"2805 Fruitville Rd Suite 250, Room 1, Sarasota, FL 34237",(732) 743-8383,https://floridaspeechtherapy.net/robert-kevlin-speech-language-pathologist/,,,27.338661,-82.5125557,ChIJCYCNKF9Bw4gRtAmqxuRqBRM
"Therapeutic Potentials, Inc.","6977 Professional Pkwy E, Sarasota, FL 34240",(941) 758-3140,https://tpitherapy.com/,4.6,10,27.383267,-82.42550489999999,ChIJmeuROlE4w4gRM32gNq5fn7Y
"Therapeutic Potentials, Inc.","3220 S Tamiami Trl, Sarasota, FL 34239",(941) 758-3140,https://tpitherapy.com/,,,27.304891299999998,-82.5305478,ChIJtTGDgU9Bw4gRaThIKoMFlRo
Sertoma Kids,"2750 Stickney Point Rd STE 210, Sarasota, FL 34231",(941) 228-1062,https://sertomakids.org/,4.4,7,27.268094899999998,-82.51469279999999,ChIJq6qa24o_w4gRUF_ndhgnBQU
"Ciara Johnson Speech Therapy, LLC",,(941) 993-2067,http://ciarajohnsonspeechtherapy.com/,5,30,27.2743035,-82.4706995,ChIJKZD4wwUwxoIRU73PkfLqvhw
Salt and Light Speech Therapy,"903 25th Dr E Ste 3, Ellenton, FL 34222",(941) 867-3838,https://www.saltandlightslp.com/,5,10,27.520459,-82.53830099999999,ChIJO4rfbI49w4gRfIT-oWK930o
Children’s Therapy Solutions,"3823 FL-64, Bradenton, FL 34208",(941) 745-5111,http://childrenstherapysol.com/,4.4,111,27.4993509,-82.5149261,ChIJe9ik7fw8w4gRL5db1ZjKcXg
On the Go Therapy,"2970 University Pkwy #105, Sarasota, FL 34243",(941) 360-1988,http://otgtherapy.com/,5,15,27.388209,-82.51032699999999,ChIJjdfrOk1Bw4gRKq7SGAL7I24
