name,phone,website,email,address,city,state,zip,source_state,latitude,longitude
Invo Healthcare,(215) 489-8760,,,5750 DTC Parkway,,CO,,ALL_STATES,39.6131722,-104.8898051
Invo Healthcare,(215) 489-8760,,,8008 E. Arapahoe Court,,CO,,ALL_STATES,39.5941236,-104.8960137
Invo Healthcare,(215) 489-8760,,,3400 W. 16th Street,,CO,,ALL_STATES,40.413883,-104.7343384
Invo Healthcare,(215) 489-8760,,,12365 Huron Street,,CO,,ALL_STATES,39.9214008,-104.9976418
Ivy Behavioral Group,(772) 232-6433,,,1437 N Denver Ave #157,,CO,,ALL_STATES,40.40822989999999,-105.0461523
Jayson Remillard,(720) 219-3798,www.KeyAutismServices.com,jayson.remillard@keyautismservices.com,6855 S. Havana St,Centennial,CO,80112,ALL_STATES,39.5921933,-104.8677544
Jessica Textoris,(720) 962-4555,https://handprintstherapies.com/,info@handprintstherapies.com,2525 S Wadsworth Blvd,Lakewood,CO,80227,ALL_STATES,39.673796,-105.0819417
JumpStart Autism Center,(303) 284-7328,http://www.autismcenteraba.com/,info@jumpstartaba.com,369 Inverness Pkwy 375,Englewood,CO,80112,ALL_STATES,39.5592532,-104.8671898
Jumpstart Autism Center,(505) 264-2153,,,369 Inverness Parkway,,CO,,ALL_STATES,39.5591796,-104.8669468
Keystone Achievements,(719) 301-5100,https://keystoneachievements.com/,achieve@keystoneachieve.com,5526 N Academy Blvd #109,Colorado Springs,CO,80918,ALL_STATES,38.9067379,-104.7840625
Kyo,(877) 264-6747,https://kyocare.com/our-services/sign-up/,info@kyocare.com,"""1755 Telstar Drive	Suite 300	Colorado Springs	CO	80920""",Colorado Springs,CO,80920,ALL_STATES,38.9595572,-104.7971198
"Linda L. Thede, MA",(719) 473-9200,http://www.heartforlistening.com/,DrThede@aol.com,805 S Cascade Ave,Colorado Springs,CO,80903,ALL_STATES,38.8228353,-104.8254634
Milestone Pediatric Therapy Services Inc,(720) 287-4185,https://www.milestonetherapydenver.com/,milestoneoffice@healthpro-heritage.com,6970 S Holly Cir #200,Centennial,CO,80112,ALL_STATES,39.589909,-104.9223538
Northstar Achievements,(719) 439-2525,http://northstaraba.com/,laurie@northstaraba.com,Colorado Springs,Colorado Springs,CO,,ALL_STATES,38.8353142,-104.8216009
Over the Rainbow Behavioral Consulting,(970) 765-8428,,,8 N. Uncompahgre Ave.,,CO,,ALL_STATES,38.4804889,-107.8755112
Passport Autism,(970) 460-3495,,,912 DRIFTWOOD DR,,CO,,ALL_STATES,40.537752,-105.0616889
Peak Potential Behavioral Services,(940) 368-7105,,,685 Citadel Dr E,,CO,,ALL_STATES,38.8426218,-104.7584099
Peak Potential Behavioral Services,(940) 368-7105,,,5350 N Academy Blvd.,,CO,,ALL_STATES,38.9062337,-104.7811394
PlayDate Behavioral Interventions,(719) 465-3989,http://myplaydate.org/,info@myplaydate.org,6050 Erin Park Dr,Colorado Springs,CO,80918,ALL_STATES,38.9192109,-104.7879168
Positive Outcomes,(970) 219-9089,http://positiveoutcomesllc.com/,dustin@positiveoutcomesllc.com,1935 Dominion Way 101,Colorado Springs,CO,80918,ALL_STATES,38.92323040000001,-104.79118
Rising Star Behavior Services LLC,(720) 375-4680,https://risingstarbehaviorservices.com/,info@risingstaraba.com,14139 W 89th Loop,Arvada,CO,80005,ALL_STATES,39.8594251,-105.1578996
Rob Scheer,(720) 962-4555,https://handprintstherapies.com/,info@handprintstherapies.com,2525 S Wadsworth Blvd,Lakewood,CO,80227,ALL_STATES,39.673796,-105.0819417
Seven Dimensions Behavioral Health,(720) 295-3790,,,PO Box 166,,CO,,ALL_STATES,,
Seven Dimensions Behavioral Health,(720) 295-3790,,,1035 El Rancho Rd.,,CO,,ALL_STATES,39.6974725,-105.3270343
"Swann Clinic for Behavioral Health, LLC",(970) 665-4744,,,1001 Grand Avenue,,CO,,ALL_STATES,38.2764066,-104.6120702
"Swann Clinic for Behavioral Health, LLC",(970) 665-4744,,,315 N Seventh St,,CO,,ALL_STATES,39.0696724,-108.5613288
"Swann Clinic for Behavioral Health, LLC",(970) 665-4744,,,1430 Railroad Ave,,CO,,ALL_STATES,39.5433583,-107.7825207
"Swann Clinic for Behavioral Health, LLC",(970) 665-4744,,,3225 I-70 Business Loop,,CO,,ALL_STATES,39.0893327,-108.4535694
Tanner Autism Services of Colorado,(318) 638-4621,,,2551 E Country Road 62E,,CO,,ALL_STATES,39.5500507,-105.7820674
Tanner Autism Services of Colorado,(318) 638-4621,,,4650 Royal Vista Circle,,CO,,ALL_STATES,40.4788288,-104.9899318
"Tanner Autism Services of Colorado, LLC",(970) 818-0197,https://tannerautism.com/,intakes@tannerautism.com,4650 Royal Vista Cir,Windsor,CO,80528,ALL_STATES,40.4788288,-104.9899318
Therapy And Beyond,(720) 213-8230,https://www.therapyandbeyond.com/,info@therapyandbeyond.com,12201 E Arapahoe Rd Ste C-14,Centennial,CO,80112,ALL_STATES,39.5962884,-104.847424
Thrive Skilled Pediatric Care LLC,17814864100,,,5460 S. Quebec Street,,CO,,ALL_STATES,39.6172911,-104.9034748
ABA Provider Services,(855) 681-8555,https://abaproviderservices.com/,info@abaproviderservices.com,10 Mott Ave #3a,Norwalk,CT,06850,ALL_STATES,41.1163891,-73.4169553
ABA Services of CT,(475) 414-6699,https://abaservicesofct.com/,office@abaofct.com,1261 Berlin Turnpike,Berlin,CT,06037,ALL_STATES,41.6161789,-72.74265179999999
ABLE Home Health Care,(203) 529-5123,https://www.ablehhc.com/,able@ablehhc.com,16 Taylor Pl,Westport,CT,06880,ALL_STATES,41.1410065,-73.36161539999999
Action Behavior Centers - ABA Therapy for Autism,(860) 351-5407,https://www.iasautism.com/,info@iasautism.com,56 W Main St,Plainville,CT,06062,ALL_STATES,41.6704864,-72.86850629999999
Ascend Autism,(203) 496-4459,https://ascendautism.com/?utm_source=google&utm_medium=organic&utm_campaign=maps&utm_content=greenwich,info@ascendautism.com,280 Davis Ave #1,Greenwich,CT,06830,ALL_STATES,41.02373619999999,-73.6197143
Autism Learning Partners Farmington,(888) 805-0759,https://www.autismlearningpartners.com/,intake@autismlearningpartners.com,1055 Farmington Ave O6032,Farmington,CT,06032,ALL_STATES,41.7343269,-72.839327
Behavior Blocks,(203) 525-5364,https://behaviorblocks.com/,info@behaviorblocks.com,737 Main St,Watertown,CT,06795,ALL_STATES,41.6008035,-73.11477479999999
BLOOM BCS,(860) 333-5183,https://bloombcs.org/,info@bloombcs.org,131 Boston Post Rd,East Lyme,CT,06333,ALL_STATES,41.3665147,-72.2119754
Cassandra (Cassie) Kassel,(203) 674-8200,http://www.seedautismcenter.com/,info@seedautismcenter.com,30 Buxton Farm Rd.,Stamford,CT,06905,ALL_STATES,41.1113013,-73.5451446
"Collaborative ABA Services, LLC",(860) 421-4052,https://collaborativeabaservices.com/,info@collaborativeabaservices.com,515 Centerpoint Drive Suite 205,Middletown,CT,06457,ALL_STATES,41.5916005,-72.711715
Constellation Health Services,(800) 860-6656,https://constellationhs.com/aba,,14 Westport Ave. Norwalk,Norwalk,CT,06851,ALL_STATES,41.120879,-73.4061421
Courtney Hartzler,(860) 333-5183,http://www.bloombcs.org,info@bloombcs.org,17 Industrial Dr.,Waterford,CT,,ALL_STATES,41.3993913,-72.1637248
"Creative Interventions, LLC",(860) 413-9538,https://www.creativeinterventions.net/,info@creativeinterventions.net,835 Bloomfield Ave,Windsor,CT,06095,ALL_STATES,41.8563532,-72.68218399999999
Cynthia (Cindy) Morris,(203) 674-8200,http://www.seedautismcenter.com/,info@seedautismcenter.com,30 Buxton Farm Rd.,Stamford,CT,06905,ALL_STATES,41.1113013,-73.5451446
Emily Blau,(203) 674-8200,http://www.seedautismcenter.com/,info@seedautismcenter.com,30 Buxton Farm Rd.,Stamford,CT,06905,ALL_STATES,41.1113013,-73.5451446
Genese Semey,(203) 674-8200,http://www.seedautismcenter.com/,info@seedautismcenter.com,30 Buxton Farm Rd.,Stamford,CT,06905,ALL_STATES,41.1113013,-73.5451446
Genevieve Eloskof,(203) 674-8200,http://www.seedautismcenter.com/,info@seedautismcenter.com,30 Buxton Farm Rd.,Stamford,CT,06905,ALL_STATES,41.1113013,-73.5451446
InBloom Autism Services,(888) 754-0398,https://www.inbloomautism.com/,info@inbloomautism.com,125 Whiting St,New Britain,CT,06051,ALL_STATES,41.6609098,-72.7784934
InBloom Autism Services,(888) 754-0398,https://www.inbloomautism.com/connecticut,info@inbloomautism.com,2666 State St Unit A3,Hamden,CT,06517,ALL_STATES,41.3534537,-72.89186389999999
Jillian Cano,(203) 563-9360,http://thecenteraba.com/,TheCenter_ABA@yahoo.com,84 Danbury Rd Wilton,Fairfield,CT,06897,ALL_STATES,41.1714719,-73.41572359999999
Jocelyn DiNoia,(203) 674-8200,http://www.seedautismcenter.com/,info@seedautismcenter.com,30 Buxton Farm Rd.,Stamford,CT,06905,ALL_STATES,41.1113013,-73.5451446
Lynn Hartigan,(203) 563-9360,http://thecenteraba.com/,TheCenter_ABA@yahoo.com,84 Danbury Rd Wilton,Fairfield,CT,06897,ALL_STATES,41.1714719,-73.41572359999999
Matt Murtough,(203) 674-8200,http://www.seedautismcenter.com/,info@seedautismcenter.com,30 Buxton Farm Rd.,Stamford,CT,06905,ALL_STATES,41.1113013,-73.5451446
Maura Matsen,(203) 674-8200,http://www.seedautismcenter.com/,info@seedautismcenter.com,30 Buxton Farm Rd.,Stamford,CT,06905,ALL_STATES,41.1113013,-73.5451446
Megan Quinn,(203) 674-8200,http://www.seedautismcenter.com/,info@seedautismcenter.com,30 Buxton Farm Rd.,Stamford,CT,06905,ALL_STATES,41.1113013,-73.5451446
Melissa Avery,(203) 563-9360,http://thecenteraba.com/,TheCenter_ABA@yahoo.com,84 Danbury Rd Wilton,Fairfield,CT,06897,ALL_STATES,41.1714719,-73.41572359999999
Melissa Brenner,(203) 563-9360,http://thecenteraba.com/,TheCenter_ABA@yahoo.com,84 Danbury Rd Wilton,Fairfield,CT,06897,ALL_STATES,41.1714719,-73.41572359999999
Michael Soderlund,(860) 721-9999,http://advancedtherapysolutionsct.com/,advancedtherapysol@att.net,465 Silas Deane Highway,Wethersfield,CT,06109,ALL_STATES,41.7132211,-72.66458089999999
Michelle Brennan,(203) 563-9360,http://thecenteraba.com/,TheCenter_ABA@yahoo.com,84 Danbury Rd Wilton,Fairfield,CT,06897,ALL_STATES,41.1714719,-73.41572359999999
Michelle Ragozzine & Associates,(203) 283-7027,https://michelleragozzine.com/,info@michelleragozzine.com,326 W Main St Suite 210,Milford,CT,06460,ALL_STATES,41.2241386,-73.07080719999999
Nicole Nemchek,(203) 563-9360,http://thecenteraba.com/,TheCenter_ABA@yahoo.com,84 Danbury Rd Wilton,Fairfield,CT,06897,ALL_STATES,41.1714719,-73.41572359999999
PIERPOINTE Behavior Analysts of Connecticut,(203) 501-9131,,,3 Ashwood Ln,,CT,,ALL_STATES,41.4751591,-73.3620488
Prism Autism Education & Consultation,(860) 495-0126,https://www.prismautism.com/,info@prismautism.com,160 Farmington Ave,Farmington,CT,06032,ALL_STATES,41.7409648,-72.7905653
Sandra (Sandy) Kennedy,(203) 674-8200,http://www.seedautismcenter.com/,info@seedautismcenter.com,30 Buxton Farm Rd.,Stamford,CT,06905,ALL_STATES,41.1113013,-73.5451446
Somewhere Over the Spectrum,(860) 420-3800,https://www.somewhereoverct.com/,info@somewhereoverct.com,120 Webster Square Rd,Berlin,CT,06037,ALL_STATES,41.6280471,-72.74597969999999
Springtide Child Development,(203) 816-0091,https://myspringtide.com/,hello@myspringtide.com,345 N Main St Suite 260,West Hartford,CT,06117,ALL_STATES,41.7852213,-72.74807919999999
The Foote School,(203) 777-3464,https://www.footeschool.org/,info@footeschool.org,50 Loomis Pl,New Haven,CT,06511,ALL_STATES,41.327221,-72.9201623
The SEED Center,(203) 674-8200,,,30 Buxton Farm Road,,CT,,ALL_STATES,41.1113013,-73.5451446
The Shoreline Center for Autism & Developmental Disorders,(203) 931-7977,,,377 Main St,West Haven,CT,06516,ALL_STATES,41.27222159999999,-72.9508841
The Talcott Center for Child Development,(860) 674-1824,http://www.thetalcottcenter.com/,,230 Farmington Avenue Farmington,Farmington,CT,06032,ALL_STATES,41.7379701,-72.79543749999999
United Behavioral Solutions,(203) 410-6452,https://www.unitedbehavioralsolutions.com/,info@unitedbehavioralsolutions.net,588 Naugatuck Ave,Milford,CT,06461,ALL_STATES,41.2027322,-73.10262829999999
"ZABA Therapy, LLC",(203) 887-8951,https://www.zabatherapy.com/,intake@zabatherapy.com,4193 Whitney Ave,Hamden,CT,06518,ALL_STATES,41.4455284,-72.91010829999999
Behavior Interventions,18779339932,,,1012 College Road,,DE,,ALL_STATES,39.175311,-75.55417059999999
"Behavior Interventions, Inc",(302) 747-5747,https://behaviorinterventions.org/,,1012 College Rd Suite 103,Dover,DE,19904,ALL_STATES,39.1753462,-75.55411250000002
Brandywine Center for Autism,(302) 762-2636,http://brandywinecenterforautism.com/,bcainfo@brandywinecenterforautism.com,210 Bellefonte Avenue,Wilmington,DE,19809,ALL_STATES,39.7685476,-75.50123909999999
BrightBloom Centers,(302) 575-9702,,,1 Sussex Ave,,DE,,ALL_STATES,38.9068768,-75.43089789999999
BrightBloom Centers,(302) 575-9702,,,510 Philadelphia Pike,,DE,,ALL_STATES,39.7680723,-75.5051687
BrightBloom Centers,(302) 575-9702,,,200 Cleaver Farm Rd,,DE,,ALL_STATES,39.4535698,-75.70239300000001
CIMI Behavior Analytic Solutions,(302) 803-2210,,,777 Heavens Way,,DE,,ALL_STATES,38.9108325,-75.52766989999999
Exceptional Therapies,(302) 526-1959,https://www.exceptionaltherapies.com/,info@exceptionaltherapies.com,1001 S Bradford St #9,Dover,DE,19904,ALL_STATES,39.1465739,-75.5235407
Innovation Behavior Services,(302) 514-0799,,,1325 S State St Suite 101 Dover,Dover,DE,,ALL_STATES,39.1384517,-75.5218065
Mashonda James,18779339932,http://behaviorinterventions.org/,info@behaviorinterventions.org,1012 College Road,Dover,DE,19904,ALL_STATES,39.175311,-75.55417059999999
New Behavioral Network,(302) 730-0720,https://nbngroup.com/Services/Behaviorial-Health,,1575 McKee Rd Suite 201,Newport,DE,19904,ALL_STATES,39.1876871,-75.5638956
ABA Alliance Therapy,(321) 247-5165,http://therapyabaalliance.com/,admin@abaalliance.com,924 Delaney Ave,Orlando,FL,32806,ALL_STATES,28.5302166,-81.3747046
ABA Centers of Florida,(772) 773-1437,https://abacentersfl.com/,,560 Village Blvd Suite 100,West Palm Beach,FL,33409,ALL_STATES,26.7139481,-80.097093
ABA Experts,(727) 534-3234,,,6533 River Road,,FL,,ALL_STATES,30.5570031,-81.8717866
ABA Solutions,(813) 546-9867,,,7777 131st Street North,,FL,,ALL_STATES,27.8428248,-82.8196529
ABA Solutions,(813) 546-9867,,,7441 114th Avenue,,FL,,ALL_STATES,27.8772445,-82.7424521
"ABA Therapy Fort Myers - Positive Behavior Services, Inc.",(239) 676-3462,https://positivebehaviorservices.com/,info@positivebehaviorservices.com,8359 Beacon Blvd suite 416,Fort Myers,FL,33907,ALL_STATES,26.5712891,-81.8685069
ABA Therapy Miami - Crystal Minds New Beginning,(786) 317-4478,http://crystalabatherapy.com/,info@cmnbtherapy.com,10200 NW 25th St 211,Doral,FL,33172,ALL_STATES,25.7962652,-80.36190239999999
ABBA Behavior Therapy,(305) 927-2222,www.abbabehaviortherapy.com,info@abbabehaviortherapy.com,Miami,Miami,FL,,ALL_STATES,25.7616798,-80.1917902
ACG Therapy and Autism Center,(352) 372-0047,https://acgtherapycenter.com/,info@acgtherapycenter.com,4907 NW 43rd St C,Gainesville,FL,32606,ALL_STATES,29.6997783,-82.3883453
Alina Slaterpryce,(561) 508-6122,https://projectbrilliance.com/,hellogardens@projectbrilliance.com,Burma Commerce Park,Palm Beach Gardens,FL,,ALL_STATES,26.8067207,-80.0898284
Amy,(888) 880-9270,http://butterflyeffects.com/,,Butterfly Effects,Broward,FL,,ALL_STATES,26.3224383,-80.1141561
Andrea,(888) 880-9270,http://butterflyeffects.com/,,Butterfly Effects,Broward,FL,,ALL_STATES,26.3224383,-80.1141561
Autism ABA Monarch Behavior Analysis LLC,(561) 408-3115,https://www.monarchbehavior.com/,info@monarchbehavior.com,2711 Exchange Ct,West Palm Beach,FL,33409,ALL_STATES,26.7081155,-80.09461209999999
Autism Specialty Group,(786) 553-6663,,,429 Lenox Ave Suite 459,,FL,,ALL_STATES,25.7738577,-80.13923849999999
Autism Specialty Group,(786) 553-6663,,,144 NW 37th St,,FL,,ALL_STATES,25.8109543,-80.1984185
Azul Therapy Services,(786) 409-2646,https://azultherapyservices.com/,info@azultherapyservices.com,13500 SW 88th St #285,Crossings,FL,33186,ALL_STATES,25.6847863,-80.4139285
BASS ABA Therapy,(877) 823-4283,https://bassautism.com/,info@behavioralsupports.com,2102 SW 20th Pl Suite 302,Ocala,FL,34474,ALL_STATES,29.1667954,-82.158275
BASS ABA Therapy - Altamonte Springs,(877) 823-4283,https://bassautism.com/,info@behavioralsupports.com,745 Orienta Ave #1011,Tampa,FL,32701,ALL_STATES,28.6617088,-81.3653463
BASS ABA Therapy - Gainesville West,(877) 823-4283,https://bassautism.com/,info@behavioralsupports.com,2035 SW 75th St B,Gainesville,FL,32608,ALL_STATES,29.6334699,-82.4217766
BASS ABA Therapy- St. Augustine,(877) 823-4283,https://bassautism.com/,info@behavioralsupports.com,3440 US 1 South,Augustine,FL,32086,ALL_STATES,29.8304105,-81.3211764
BASS ABA Therapy- Tampa,(877) 823-4283,https://bassautism.com/,info@behavioralsupports.com,4817 Ehrlich Rd,Greater Northdale,FL,33624,ALL_STATES,28.0851236,-82.52910609999999
Because You Can,(727) 954-5635,https://www.becauseyoucanllc.com/,Admin@becauseyoucanllc.com,5225 Central Ave N,Petersburg,FL,33710,ALL_STATES,27.7712021,-82.7045643
Becky,(888) 880-9270,http://butterflyeffects.com/,,Butterfly Effects,Tampa,FL,,ALL_STATES,28.040663,-82.50598320000002
"Behavior ACC Services, Corp",(786) 592-2051,,,12750 SW 128th St,,FL,,ALL_STATES,25.6485047,-80.4000768
Behavior Analysis Inc,(305) 273-3773,http://www.behavior-analysis.org/,info@behavior-analysis.org,9220 S W 72nd St,Davie,FL,33173,ALL_STATES,25.7006084,-80.3427641
Behavior Analysis Inc,(954) 577-7790,http://www.behavior-analysis.org/,info@behavior-analysis.org,8001 S W 36th St,Davie,FL,33328,ALL_STATES,26.0768535,-80.2539238
Behavior Analysis Support Services,(877) 823-4283,http://behavioralsupports.com/,info@behavioralsupports.com,2225 A1A South,Gainesville,FL,32080,ALL_STATES,29.8548049,-81.2801863
Behavior Analysis Support Services,(877) 823-4283,http://behavioralsupports.com/,info@behavioralsupports.com,1000 NE 16th Ave,Gainesville,FL,32601,ALL_STATES,29.6676032,-82.31296859999999
Behavior Analysis Support Services,(877) 823-4283,http://behavioralsupports.com/,info@behavioralsupports.com,2102 SW 20th Place Suite 302,Ocala,FL,34471,ALL_STATES,29.1667954,-82.158275
Behavior Analysis Support Services,(877) 823-4283,http://behavioralsupports.com/,info@behavioralsupports.com,13700 58th Street North,Clearwater,FL,33760,ALL_STATES,27.8970343,-82.71279390000001
Behavior Analysis Support Services,(877) 823-4283,http://behavioralsupports.com/,info@behavioralsupports.com,3325 W Bearss Ave,Tampa,FL,33618,ALL_STATES,28.0853612,-82.49791979999999
Behavior Analysis Support Services,(877) 823-4283,http://behavioralsupports.com/,info@behavioralsupports.com,823 Dunlawton Ave,Port Orange,FL,,ALL_STATES,29.1317917,-81.0023807
Behavior Modification Solutions ABA,(956) 454-8539,,,2912 Southwest 34th Avenue,,FL,,ALL_STATES,29.1582169,-82.1799908
Behavioral Family Solutions,(786) 206-6500,,,13195 SW 134 Street,,FL,,ALL_STATES,25.6435241,-80.4064539
Behavioral Health Therapies,(727) 330-8932,,,40347 US HWY 19 N.,,FL,,ALL_STATES,28.1385913,-82.7396136
Behavioral Independence,(386) 968-2012,,,454 Fort Florida Road,,FL,,ALL_STATES,28.8693723,-81.3568256
Behavioral Learning Systems,(352) 373-4411,,,1408 NW 6th Street,,FL,,ALL_STATES,26.1290683,-80.15986529999999
"Behavioral Progression, Inc.",(813) 602-0068,,,304 E Pine St,,FL,,ALL_STATES,28.0461294,-81.954785
"Behavioral Progression, Inc.",(813) 602-0068,,,10150 Highland Manor Drive,,FL,,ALL_STATES,27.983146,-82.3329758
"Behavioral Progression, Inc.",(813) 602-0068,,,4604 49th Street N,,FL,,ALL_STATES,27.8139718,-82.70028769999999
Better Life Behavioral Services of Central Florida,(352) 630-4133,http://www.betterlifeofcentralfl.com/,moaks@betterlifeofcentralfl.com,1650 W Main St,Leesburg,FL,34748,ALL_STATES,28.8115418,-81.8915155
Bright Future Behavioral Care,(561) 460-0284,brightfuturebehavioral.com,info@brightfuturebehavioral.com,7711 N Military Trail Suite 1018 Palm Beach Gardens,West Palm Beach,FL,33410,ALL_STATES,26.7890857,-80.1074333
Brittany,(888) 880-9270,http://butterflyeffects.com/,,Butterfly Effects,Broward,FL,,ALL_STATES,26.3224383,-80.1141561
"BTEC Behavioral Therapy, Inc",(850) 483-1508,http://www.btectherapy.com/,lauriturner@btectherapy.com,151 Mary Esther Blvd Suite 311,St Pensacola,FL,32569,ALL_STATES,30.411404,-86.654388
"BTEC Behavioral Therapy, Inc",(850) 483-1508,http://www.btectherapy.com/,lauriturner@btectherapy.com,12385 Sorrento Rd,Pensacola,FL,32507,ALL_STATES,30.3405653,-87.4024664
"BTEC Behavioral Therapy, Inc",(850) 483-1508,http://www.btectherapy.com/,lauriturner@btectherapy.com,8550 University Pkwy Pensacola,Pensacola,FL,32514,ALL_STATES,30.5194051,-87.22025459999999
Butterfly Effects,(888) 880-9270,http://butterflyeffects.com,,421 Fayetteville Street Suite 1100 Raleigh,Deerfield Beach,FL,,ALL_STATES,35.7795897,-78.6381787
"Canopy Behavior Solutions, LLC",(850) 419-4061,https://www.canopybehaviorsolutions.com/,canopybehaviorsolutions@gmail.com,1846 US-90 b,,FL,32433,ALL_STATES,30.734178,-86.1471541
"Canopy Behavior Solutions, LLC",(850) 419-5061,https://www.canopybehaviorsolutions.com/,canopybehaviorsolutions@gmail.com,211 W Iowa Ave,,FL,32425,ALL_STATES,30.7954052,-85.6816602
Cathy,(888) 880-9270,http://butterflyeffects.com/,,Butterfly Effects,Broward,FL,,ALL_STATES,26.3224383,-80.1141561
Cerissa,(888) 880-9270,http://butterflyeffects.com/,,Butterfly Effects,Orlando,FL,,ALL_STATES,28.040663,-82.50598320000002
Chelsea,(888) 880-9270,http://butterflyeffects.com/,,Butterfly Effects,Palm Beach,FL,,ALL_STATES,26.6514503,-80.2767327
Chrysalis ABA Therapy,(561) 674-9996,http://www.chrysalisaba.com/,INFO@CHRYSALISABA.COM,5180 W Atlantic Ave Suite 114,Delray Beach,FL,33484,ALL_STATES,26.4572263,-80.1252388
Chrysalis ABA Therapy Autism,(561) 674-9996,https://www.chrysalisaba.com/,INFO@CHRYSALISABA.COM,5180 W Atlantic Ave APT 112,Delray Beach,FL,33484,ALL_STATES,26.4572263,-80.1252389
Claire,(888) 880-9270,http://butterflyeffects.com/,,Augusta,Palm Beach,FL,,ALL_STATES,26.7056206,-80.0364297
Claire,(888) 880-9270,http://butterflyeffects.com/,,Butterfly Effects,Tampa,FL,,ALL_STATES,28.040663,-82.50598320000002
Coastal Behavioral Services,(813) 401-2539,,,10135 Montague Street,,FL,,ALL_STATES,27.6648274,-81.5157535
Cornerstone Behavioral Analysis,(786) 475-5732,,,8890 SW 24th ST,,FL,,ALL_STATES,25.7471399,-80.3393529
Corrina,(888) 880-9270,http://butterflyeffects.com/,,Butterfly Effects,Pensacola,FL,,ALL_STATES,30.4076647,-87.2189746
Daniela Schmeichler,(561) 593-1398,,daniela@motivalearning.com,Miami,Miami,FL,,ALL_STATES,25.7616798,-80.1917902
Denali CRT,(305) 407-9082,,,10200 NW 25th Street,,FL,,ALL_STATES,25.7962652,-80.36190239999999
Divino ABA Services,(727) 967-2809,https://divinoabaservices.com/,newabaclients@divinoabaservices.com,9405 Barnstead Ln,Jasmine Estates,FL,34668,ALL_STATES,28.2933058,-82.6881562
Dr.Farah Bacchus,(773) 454-1571,www.mybehavioranalyst.com,DrBacchus@mybehavioranalysts.com,8040 Praise Drive,Tampa,FL,33625,ALL_STATES,28.0491658,-82.57079159999999
"Elite ABA Therapy, LLC",(786) 848-4047,www.eliteabatherapy.com,info@eliteabatherapy.com,2306 SW 183rd Terrace,,FL,33029,ALL_STATES,25.9876219,-80.3909525
Elite DNA Therapy Services,(239) 223-2751,https://elitedna.us/,info@elitednatherapy.com,6430 Plantation Park Ct Fort Myers,Fort Myers,FL,33966,ALL_STATES,26.5473279,-81.8481781
Engage Behavioral Health,(877) 350-5005,http://www.engagebehavioralhealth.com/,,550 N Reo St 202,Tampa,FL,33609,ALL_STATES,27.9500276,-82.5369898
Evolving Minds Together,(954) 589-2347,,,17773 SW 2nd St.,,FL,,ALL_STATES,26.0060333,-80.3833746
Evolving Minds Together,(954) 589-2347,,,17765 SW 2nd st,,FL,,ALL_STATES,26.006453,-80.38341319999999
Fiorella,(888) 880-9270,http://butterflyeffects.com/,,Butterfly Effects,Broward,FL,,ALL_STATES,26.3224383,-80.1141561
Florida Autism Center,(866) 610-0580,http://flautism.com/,,175 Middle St,Lake Mary,FL,32746,ALL_STATES,28.753071,-81.3367004
FOCUS,(239) 313-5049,https://focusflorida.com/,Office@FocusFlorida.com,4997 Royal Gulf Cir,Fort Myers,FL,33966,ALL_STATES,26.5936432,-81.81387509999999
FoundArt Academy,(305) 406-3689,,,10200 NW 25th St,,FL,,ALL_STATES,25.7962652,-80.36190239999999
FoundArt Academy,(305) 406-3689,,,7200 Lake Ellenor Drive,,FL,,ALL_STATES,28.4625459,-81.4033997
Fresh Start(s),(305) 279-2286,,,9350 SW 72nd Street,,FL,,ALL_STATES,25.700592,-80.342764
Great Strides Rehabilitation,(904) 886-3228,https://greatstridesrehab.com/,,12276 San Jose Blvd #508,Jacksonville,FL,32223,ALL_STATES,30.1471588,-81.6358936
Gretel Diaz,(786) 475-5732,cornerstone-cba.com,gdiaz@cornerstone-cba.com,8890 SW 24th St,Miami,FL,33165,ALL_STATES,25.7471399,-80.3393529
InBloom Autism Services,(888) 754-0398,https://www.inbloomautism.com/,info@inbloomautism.com,5400 S University Dr Suite 502,Davie,FL,33328,ALL_STATES,26.0529329,-80.2507509
Interventions Unlimited,407678888918665697395,http://www.interventionsunlimited.com/,info@interventionsunlimited.com,856 Executive Dr,Oviedo,FL,32765,ALL_STATES,28.664933,-81.2223933
Invo Healthcare,(215) 489-8760,,,10014 N Dale Mabry Hwy,,FL,,ALL_STATES,28.0416965,-82.50739709999999
Invo Healthcare,(215) 489-8760,,,550 N Reo St,,FL,,ALL_STATES,27.9501239,-82.5368615
Invo Healthcare,(215) 489-8760,,,260 Mariner Boulevard,,FL,,ALL_STATES,28.4369795,-82.5456234
Invo Healthcare,(215) 489-8760,,,6859 Belfort Oaks Place,,FL,,ALL_STATES,30.2590151,-81.5841086
Invo Healthcare,(215) 489-8760,,,6196 Lake Grey Boulevard,,FL,,ALL_STATES,30.2018815,-81.7443306
Invo Healthcare,(215) 489-8760,,,9051 Florida Mining Boulevard,,FL,,ALL_STATES,28.0330265,-82.5328052
Invo Healthcare,(215) 489-8760,,,26844 Tanic Drive,,FL,,ALL_STATES,28.1915435,-82.3720257
Invo Healthcare,(215) 489-8760,,,2574 Commerce Parkway 34289,,FL,,ALL_STATES,27.0812035,-82.1568726
Invo Healthcare,(215) 489-8760,,,5224 Station Way,,FL,,ALL_STATES,27.2726939,-82.4652619
